page_name,categories
Igor_Stravinsky,"{'20th-century French conductors (music)', 'Recipients of the Léonie Sonning Music Prize', 'American people of Russian descent', '20th-century French male classical pianists', 'Emigrants from the Russian Empire to Switzerland', 'American male conductors (music)', 'American male classical pianists', '20th-century American male composers', '20th-century French composers', '1882 births', 'French classical pianists', '20th-century Russian classical composers', 'Honorary members of the Royal Philharmonic Society', 'Academic staff of the École Normale de Musique de Paris', 'French people of Russian descent', 'Naturalized citizens of France', 'Twelve-tone and serial composers', 'French classical composers', 'Royal Philharmonic Society Gold Medallists', '1971 deaths', 'Emigrants from the Russian Empire to France', 'Russian Orthodox Christians from the United States', 'People from Volyn Oblast', 'Russian people of Polish descent', '20th-century American pianists', '20th-century American classical composers', 'Emigrants from the Russian Empire to the United States', 'French male classical pianists', 'Russian opera composers', 'Soviet classical composers', 'American classical pianists', 'Pupils of Nikolai Rimsky-Korsakov', '20th-century Russian classical pianists', 'Modernist composers', 'Neoclassical composers', 'Grammy Lifetime Achievement Award winners', 'People from Lomonosov', 'Grammy Award winners', '20th-century American conductors (music)', 'French male classical composers', 'People from Petergofsky Uyezd', 'Jazz-influenced classical composers', 'Russian anti-communists', 'American male classical composers', '20th-century French male musicians', 'Russian male conductors (music)', 'Igor Stravinsky', '20th-century French classical pianists', 'French people of Polish descent', 'American opera composers', 'Burials at Isola di San Michele', 'American people of Polish descent', 'Russian male opera composers', 'Ballets Russes composers', 'Ragtime composers', 'Composers for piano'}"
Immanuel_Kant,"{'German philosophers of law', 'Political liberals (international relations)', 'Immanuel Kant', '18th-century German male writers', 'Natural law ethicists', 'Age of Enlightenment', '19th-century social scientists', '19th-century German non-fiction writers', 'Enlightenment philosophers', 'Metaphilosophers', '1724 births', 'German philosophers of mind', 'People of the Age of Enlightenment', 'German lecturers', 'German philosophers of culture', 'Kantian philosophers', 'German philosophers of education', 'Members of the Prussian Academy of Sciences', 'German philosophers of religion', '19th-century German male writers', 'Writers about religion and science', '19th-century Prussian people', 'German agnostics', '18th-century essayists', 'Humor researchers', 'Academic staff of the University of Königsberg', '19th-century German philosophers', 'Philosophers of logic', 'German logicians', 'Ontologists', 'German philosophy writers', 'Theoretical historians', 'Idealists', 'German philosophers of history', '1804 deaths', 'German Enlightenment', 'German political philosophers', 'Kantianism', '18th-century German writers', 'German idealists', 'German philosophers of art', 'German ethicists', '18th-century German philosophers', 'German epistemologists', 'Logicians', 'German philosophers of science', 'Philosophers of social science', 'Philosophers of war', '18th-century Prussian people', 'Natural philosophers', '19th-century German essayists', 'German Lutherans', 'Philosophers of literature', 'University of Königsberg alumni', 'German male non-fiction writers', 'German male essayists', '18th-century anthropologists', '19th-century German anthropologists'}"
Imperial_College_London,"{'Universities in London', 'Buildings and structures in the Royal Borough of Kensington and Chelsea', 'Universities and colleges established in 1907', '1907 establishments in England', 'Russell Group', 'South Kensington', 'Science and Engineering South', 'Universities UK', 'Imperial College London', 'Former colleges of the University of London'}"
Improvisation,"{'Cinematic techniques', 'Engineering concepts', 'Theatre', 'Music genres', 'Sculpture techniques', 'Poetic devices', 'Improvisation'}"
"Indonesian_Institute_of_the_Arts,_Yogyakarta","{'Universities in the Special Region of Yogyakarta', 'Colleges in Indonesia', 'Indonesian state universities'}"
Indus_Valley_civilization,"{'Bronze Age Asia', 'Prehistoric Afghanistan', 'History of Punjab', 'States and territories disestablished in the 16th century BC', 'Prehistoric India', 'History of South Asia', 'History of Sindh', 'History of Hinduism', 'States and territories established in the 4th millennium BC', 'Prehistoric Pakistan', 'Bronze Age civilizations', 'Indus Valley Civilisation', 'Cradle of civilization'}"
Invention_(musical_composition),{'Polyphonic form'}
Isabelle_Peretz,"{'Psychologist stubs', 'Canadian academic biography stubs', 'Living people', 'Academic staff of the Université de Montréal', 'Members of the Order of Canada', 'Fellows of the Royal Society of Canada', 'Canada Research Chairs', 'Canadian women neuroscientists', '1956 births', 'Canadian women psychologists', 'Canadian cognitive neuroscientists'}"
J._S._Bach,"{'18th-century German male musicians', 'Organ improvisers', 'Composers for pipe organ', 'German classical organists', '18th-century German keyboardists', 'People celebrated in the Lutheran liturgical calendar', '18th-century German classical composers', 'German male classical organists', 'German Baroque composers', 'Thomaskantors', 'Oratorio composers', 'Cantors', 'Musicians from the Electorate of Saxony', 'People from Saxe-Eisenach', '1750 deaths', 'German male classical composers', 'Burials at St. Thomas Church, Leipzig', 'Deaths from surgical complications', 'German classical composers of church music', 'Johann Sebastian Bach', '1685 births', 'German blind people', 'Bach family', 'Musicians from Leipzig', 'People from Eisenach', 'German Lutherans', 'Organists and composers in the North German tradition', 'Composers for harpsichord'}"
Jam_band,"{'Musical improvisation', 'Jam bands', 'Jazz terminology'}"
Jam_session,"{'Musical improvisation', 'Jam sessions', 'Jazz events', 'Jazz terminology', 'Jazz techniques'}"
Jazz,"{'American styles of music', 'Musical improvisation', 'African-American music', 'Radio formats', 'Popular music', 'African-American cultural history', 'Traditional music', 'Jazz terminology', 'Jazz'}"
Jazz_fusion,"{'Jazz genres', 'Jazz fusion', '1960s in music', 'Progressive music', 'Rock music genres', 'Fusion music genres'}"
Jerrold_Levinson,"{'20th-century American philosophers', 'University of Michigan alumni', 'American male non-fiction writers', '20th-century American non-fiction writers', 'Living people', '20th-century American male writers', '1948 births', 'University of Maryland, College Park faculty', 'Massachusetts Institute of Technology alumni', '21st-century American philosophers', 'American philosophers of art', '21st-century American non-fiction writers', '21st-century American male writers'}"
Jessica_Duchen,"{'British librettists', 'Writers from London', 'Living people', 'British writers about music', 'British women novelists', '21st-century British novelists', 'Alumni of Jesus College, Cambridge', 'Women writers about music'}"
Jingle_Bells,"{'1857 songs', 'Songs of the American Civil War', '1850s neologisms', 'Wally Schirra', 'Quotations from music', 'Thomas P. Stafford', '1850s quotations', 'American Christmas songs', 'Compositions in G major', 'Thanksgiving songs', 'Blackface minstrel songs'}"
Johann_Sebastian_Bach,"{'18th-century German male musicians', 'Organ improvisers', 'Composers for pipe organ', 'German classical organists', '18th-century German keyboardists', 'People celebrated in the Lutheran liturgical calendar', '18th-century German classical composers', 'German male classical organists', 'German Baroque composers', 'Thomaskantors', 'Oratorio composers', 'Cantors', 'Musicians from the Electorate of Saxony', 'People from Saxe-Eisenach', '1750 deaths', 'German male classical composers', 'Burials at St. Thomas Church, Leipzig', 'Deaths from surgical complications', 'German classical composers of church music', 'Johann Sebastian Bach', '1685 births', 'German blind people', 'Bach family', 'Musicians from Leipzig', 'People from Eisenach', 'German Lutherans', 'Organists and composers in the North German tradition', 'Composers for harpsichord'}"
Johannes_Brahms,"{'1833 births', '1897 deaths', 'Composers for pipe organ', 'Lieder composers', 'Composers from Vienna', 'German classical organists', 'Musicians from Hamburg', 'Honorary members of the Royal Philharmonic Society', 'German humanists', '19th-century German male musicians', 'German Romantic composers', 'Burials at the Vienna Central Cemetery', '19th-century German classical composers', 'German agnostics', '19th-century German organists', 'German emigrants to Austria', 'Recipients of the Pour le Mérite (civil class)', 'German male classical organists', 'German string quartet composers', 'Choral composers', 'Pupils of Eduard Marxsen', 'German male classical composers', 'Johannes Brahms', '19th-century German classical pianists', 'Composers for clarinet', 'German male classical pianists', 'Composers for piano'}"
Joseph_Haydn,"{'Musicians from Lower Austria', 'Austrian male classical pianists', 'Age of Enlightenment', '1732 births', 'Composers from Vienna', 'Esterházy family', 'Catholic liturgical composers', '19th-century Austrian male musicians', 'Austrian male opera composers', 'Austrian Classical-period composers', 'Austrian Roman Catholics', 'Harrach family', 'Classical composers of church music', 'Austrian classical pianists', '18th-century Austrian male musicians', 'National anthem writers', '18th-century Austrian classical composers', 'Oratorio composers', '18th-century Austrian people', 'Austrian opera composers', 'Austrian Freemasons', 'Pupils of Nicola Porpora', 'Austrian string quartet composers', '1809 deaths', 'Joseph Haydn', 'People from Bruck an der Leitha District', 'Composers for piano'}"
Jouissance,"{'Psychoanalytic terminology', 'Jacques Lacan', 'French words and phrases', 'Philosophy of sexuality', 'Feminism and the arts'}"
Just_intonation,{'Just tuning and intervals'}
Kandyan_dance,{'Sri Lankan dances'}
Kelsey_Museum_of_Archaeology,"{'University of Michigan', 'Museums of ancient Rome in the United States', 'Museums of the ancient Near East in the United States', 'University of Michigan campus', 'Archaeological museums in Michigan', 'Museums of ancient Greece in the United States', 'Michigan State Historic Sites in Washtenaw County, Michigan', 'National Register of Historic Places in Washtenaw County, Michigan', 'Spier & Rohns buildings', 'University museums in Michigan', 'University and college buildings on the National Register of Historic Places in Michigan', 'Museums in Ann Arbor, Michigan', 'Egyptological collections in the United States'}"
Key_(music),"{'Musical keys', 'Musical tuning', 'Tonality'}"
Keyboard_(computing),"{'Computer peripherals', 'Flexible electronics', 'Computer keyboards', 'Computing input devices'}"
Klasik,"{'Classical music in Afghanistan', 'Classical and art music traditions', 'Music of Afghanistan'}"
Korean_court_music,"{'Arts in Goryeo', 'Korean traditional music', 'Arts in Joseon', 'Korean court music', 'Classical and art music traditions'}"
Kurdish_classical_music,"{'Middle Eastern music', 'Kurdish music', 'Maqam-based music tradition', 'Classical and art music traditions'}"
Kyle_Gann,"{'1955 births', 'American musicologists', 'Skyline High School (Dallas) alumni', 'The Village Voice people', 'American male classical composers', '20th-century American male musicians', 'Living people', 'Bard College faculty', '21st-century American classical composers', 'Pupils of Morton Feldman', 'Microtonal composers', 'American classical composers', 'Musicians from Dallas', 'American music critics', 'Classical music critics', 'Classical musicians from Texas', '20th-century American classical composers', '21st-century American male musicians'}"
L%C3%A9onin,"{'French classical composers', '12th-century French composers', 'French male classical composers', 'Ars antiqua composers', 'Medieval male composers'}"
La_Monte_Young,"{'American experimental composers', 'American multi-instrumentalists', 'American classical musicians', '1935 births', '20th-century American male musicians', 'American string quartet composers', '21st-century American pianists', 'Just intonation composers', 'Los Angeles City College alumni', 'American male classical pianists', 'Pupils of Leonard Stein', 'American contemporary classical music performers', 'Music & Arts artists', 'Minimalist composers', '20th-century American pianists', '20th-century American classical composers', 'University of California, Los Angeles alumni', 'Pupils of Pran Nath (musician)', 'American classical pianists', 'Gramavision Records artists', 'American people of English descent', 'American poets', 'Living people', 'Fluxus', 'Pupils of Karlheinz Stockhausen', 'American avant-garde musicians', 'Musicians from Idaho', 'American male classical composers', '21st-century American classical composers', 'People from Bear Lake County, Idaho', '21st-century American male musicians', 'Music theorists', 'Composers for piano'}"
Lao_classical_music,"{'Music of Laos', 'Culture of Laos'}"
Latin,"{'Languages of Vatican City', 'Latin language', 'Forms of Latin', 'Languages of Portugal', 'Subject–object–verb languages', 'Languages of Romania', 'Languages of Italy', 'Languages of Andorra', 'Languages of France', 'Extinct languages of Spain', 'Languages attested from the 7th century BC', 'Fusional languages'}"
Linguistic_evolution,"{'Evolution of language', 'Sociobiology'}"
List_of_Caribbean_music_genres,"{'Music of Latin America', 'Music of the Caribbean', 'Lists of music genres'}"
List_of_circus_skills,"{'Circus skills', 'Street performance'}"
List_of_classical_music_genres,"{'Classical music styles', 'History of classical music', 'Lists of music genres', 'Musical forms', 'Musical terminology'}"
List_of_cultural_and_regional_genres_of_music,"{'World music genres', 'Lists of music genres'}"
Lists_of_albums,"{'Lists of albums', 'Lists of mass media lists'}"
Lists_of_musicians,"{'Lists of music lists', 'Lists of musicians', 'Lists of performers lists'}"
Liturgy,"{'Religious rituals', 'Christian worship and liturgy'}"
Ludwig_van_Beethoven,"{'18th-century German male musicians', 'Age of Enlightenment', 'Pupils of Joseph Haydn', 'German people of Flemish descent', 'Lieder composers', 'Deaf classical musicians', '18th-century German keyboardists', 'Catholic liturgical composers', '19th-century German male musicians', 'German Romantic composers', '18th-century German classical composers', 'German male opera composers', 'Burials at the Vienna Central Cemetery', '19th-century German classical composers', 'Pupils of Johann Georg Albrechtsberger', 'German emigrants to Austria', '18th-century classical pianists', 'German deaf people', 'National anthem writers', 'Ludwig van Beethoven', 'Choral composers', 'German string quartet composers', 'Oratorio composers', 'German opera composers', 'German classical composers of church music', 'German Roman Catholics', '1770 births', 'Child classical musicians', '1827 deaths', '19th-century German classical pianists', '19th-century keyboardists', 'German male classical pianists', 'Musicians from Bonn', 'German ballet composers', 'People from the Electorate of Cologne', 'Beethoven family', 'Composers for piano'}"
Lullaby,"{'Song forms', 'Lullabies'}"
Lute,"{'Renaissance instruments', 'Iranian inventions', 'Egyptian inventions', 'Orchestral instruments', 'Basso continuo instruments', 'Arab inventions', 'Lute family instruments', 'Lutes', 'Baroque instruments'}"
Lyrics,"{'Poetry', 'Lyrics'}"
MP3_players,"{'Audio hobbies', 'Portable media players', '2000s fads and trends', 'Boombox culture', 'Portable audio players', 'Digital audio players', 'MP3', '2000s in music'}"
Magic_(illusion),"{'Circus skills', 'Magic (illusion)', 'Performing arts', 'Deception', 'Mobile businesses', 'Secrecy'}"
Mah%C4%81g%C4%ABta,"{'Classical and art music traditions', 'Music of Myanmar'}"
Mammoth_ivory,"{'Sculpture materials', 'Ivory'}"
Manhattan_School_of_Music,"{'Education in Harlem', 'Manhattan School of Music', 'Private universities and colleges in New York City', 'Universities and colleges established in 1917', '1917 establishments in New York City', 'Music schools in New York (state)', 'Universities and colleges in Manhattan', 'Morningside Heights, Manhattan', 'Music schools in New York City', 'Universities and colleges in New York City'}"
Mashup_(music),"{'Musical techniques', 'Intellectual property activism', '2010s in music', 'Mashup', 'Repurposing', '1990s in music', '2000s in music'}"
Master_of_Music,"{'Humanities education', ""Master's degrees"", 'Performing arts education', 'Music degrees'}"
McGill_University,"{'McGill University', '1821 establishments in Lower Canada', '1821 establishments in Quebec', 'Universities in Quebec', 'English-language universities and colleges in Quebec', 'Educational institutions established in 1821', 'Universities in Canada', 'Organizations based in Canada with royal patronage', 'U15 Group of Canadian Research Universities', 'Universities and colleges in Montreal'}"
Melody,"{'Polyphonic form', 'Harmony', 'Musical texture', 'Melody', 'Formal sections in music analysis'}"
Metallophone,"{'Percussion idiophones', 'Keyboard percussion instruments'}"
Method_(music),{'Music education'}
Metre_(music),"{'Rhythm and meter', 'Cognitive musicology', 'Patterns'}"
Michel_Richard_Delalande,"{'18th-century French classical composers', 'French Baroque composers', 'Musicians from Paris', 'French male classical organists', '17th-century French male musicians', '18th-century French male composers', '18th-century French keyboardists', 'French classical organists', '1726 deaths', 'French male classical composers', 'French composers of sacred music', '1657 births'}"
Microtonal_music,"{'Microtonality', 'Post-tonal music theory', 'Music of ancient Greece'}"
Military_band,"{'Military bands', 'Marching bands', 'Turkish inventions', 'Types of musical groups', 'Military supporting service occupations', 'Wind bands'}"
Mime_artist,"{'Theatrical genres', 'Mime', 'Silence', 'Culture of France', 'Theatrical occupations', 'Entertainment occupations', 'Filmmaking occupations', 'Pantomime', 'Theatre of France', 'Acting'}"
Missal,"{'Missals', 'Christian literary genres'}"
Mohenjo-daro,"{'Bronze Age Asia', 'Mohenjo-daro', 'Ghost towns in Pakistan', 'Lost cities and towns', 'Populated places established in the 3rd millennium BC', 'World Heritage Sites in Pakistan', 'Former populated places in Pakistan', 'Indus Valley Civilisation sites', 'World Heritage Sites in Sindh', 'Archaeological sites in Pakistan', 'History of Sindh', 'Populated places disestablished in the 2nd millennium BC', '1922 archaeological discoveries', 'Tourist attractions in Sindh', 'Larkana District', 'Ruins in Pakistan', '26th-century BC establishments'}"
Monophonic,"{'Sound', 'Sound technology'}"
Montreal_Symphony_Orchestra,"{'1934 establishments in Quebec', 'Juno Award for Classical Album of the Year – Large Ensemble or Soloist(s) with Large Ensemble Accompaniment winners', 'Montreal Symphony Orchestra', 'Arts organizations established in 1934', 'Félix Award winners', 'Juno Award for Classical Album of the Year – Vocal or Choral Performance winners', 'Juno Award for Francophone Album of the Year winners', 'Orchestras from Montreal', 'Musical groups established in 1934', 'Juno Award for Classical Album of the Year – Solo or Chamber Ensemble winners', 'Tourist attractions in Montreal'}"
Mortimer_Wheeler,"{'Mohenjo-daro', 'Fellows of the Royal Society (Statute 12)', 'Alumni of the University of London', 'Members of the Order of the Companions of Honour', 'People educated at Bradford Grammar School', '20th-century British archaeologists', 'Presidents of the Society of Antiquaries of London', '1890 births', 'Fellows of the Society of Antiquaries of London', 'Academics of the UCL Institute of Archaeology', 'British television presenters', '1976 deaths', 'Indian institute directors', 'Archaeologists of the Indus Valley civilisation', 'Harappa', 'People associated with Amgueddfa Cymru – Museum Wales', 'British expatriates in Pakistan', 'BAFTA winners (people)', 'Presidents of the Royal Archaeological Institute', '20th-century Scottish antiquarians', 'Members of the Cambrian Archaeological Association', 'Companions of the Order of the Indian Empire', 'Directors general of the Archaeological Survey of India', 'British Army personnel of World War I', 'British Army brigadiers of World War II', 'Fellows of the British Academy', 'Recipients of the Military Cross', 'Knights Bachelor', 'Archaeologists from Glasgow', 'Royal Artillery officers', 'Military personnel from Glasgow', 'Archaeologists of South Asia'}"
Moses,"{'Adoptees', 'Moses', 'Angelic visionaries', 'Book of Leviticus people', 'Christian saints from the Old Testament', 'Biblical murderers', 'People in the catholic epistles', 'People in the Gospel of John', 'Family of Aaron and Moses', 'Prophets in the Hebrew Bible', 'Founders of religions', 'Heroes in mythology and legend', 'Tribe of Levi', 'Ancient Egyptian Jews', 'People in Acts of the Apostles', 'People in the Gospel of Matthew', 'Book of Numbers people', 'Book of Deuteronomy people', 'Book of Exodus people', 'Prophets in the Druze faith', 'Hebrew Bible judges', 'People in the Gospel of Mark', 'People in the Gospel of Luke', 'Miracle workers'}"
Mountain_Chief,"{'1942 deaths', 'Blackfeet Tribe people', 'Native American leaders', 'Massacres of Native Americans', '1840s births'}"
Mugham,"{'Mugham', 'Modes (music)', 'Masterpieces of the Oral and Intangible Heritage of Humanity', 'Azerbaijani styles of music', 'Azerbaijani words and phrases', 'Maqam-based music tradition', 'National symbols of Azerbaijan', 'Music of Azerbaijan', 'Classical and art music traditions', 'Azerbaijani inventions', 'Contents of the Voyager Golden Record'}"
Multitrack_recording,"{'Sound recording', 'Tape recording', 'Multitrack recording', '1955 introductions', 'American inventions'}"
Muse,"{'Dance in Greek mythology', 'Wisdom goddesses', 'Muses (mythology)', 'Greek goddesses', 'Dance goddesses', 'Olympian deities', 'Knowledge goddesses', 'Arts goddesses', 'Music and singing goddesses', 'Musicians in Greek mythology'}"
Muses,"{'Dance in Greek mythology', 'Wisdom goddesses', 'Muses (mythology)', 'Greek goddesses', 'Dance goddesses', 'Olympian deities', 'Knowledge goddesses', 'Arts goddesses', 'Music and singing goddesses', 'Musicians in Greek mythology'}"
Music,{'Music'}
Music_%26_Letters,"{'Music journals', 'Academic journals established in 1920', 'Oxford University Press academic journals'}"
Music_(disambiguation),{'Disambiguation pages'}
Music_and_political_warfare,"{'Public diplomacy', 'Information operations and warfare', 'Psychological warfare', 'Propaganda songs', 'Propaganda techniques', 'Propaganda', 'War and politics', 'Music and politics', 'Propaganda art'}"
Music_and_sleep,"{'Sleep', 'Musicology', 'Music therapy', 'Music psychology'}"
Music_appreciation,"{'Music education', 'Performing arts education'}"
Music_box,"{'Comb lamellophones', 'European musical instruments', 'Mechanical musical instruments'}"
Music_community,"{'Musicology', 'Types of communities', 'Sociomusicology'}"
Music_criticism,{'Music criticism'}
Music_history,"{'Musicology', 'Music history'}"
Music_improvisation,"{'Musical improvisation', 'Jazz techniques', 'Musical performance techniques'}"
Music_industry,"{'Music industry', 'Distribution (marketing)', 'Industries (economics)'}"
Music_lesson,"{'Music education', 'Teaching'}"
Music_notation,"{'Musical notation', 'Mathematical notation'}"
Music_of_Algeria,{'Music of Algeria'}
Music_of_Angola,"{'Culture of Angola', 'Music of Angola'}"
Music_of_Antigua_and_Barbuda,{'Music of Antigua and Barbuda'}
Music_of_Argentina,"{'Music of Argentina', 'Music of South America'}"
Music_of_Armenia,{'Music of Armenia'}
Music_of_Asia,"{'Arts in Asia', 'Music of Asia'}"
Music_of_Austria,{'Music of Austria'}
Music_of_Azerbaijan,{'Music of Azerbaijan'}
Music_of_Bahrain,{'Music of Bahrain'}
Music_of_Belize,{'Music of Belize'}
Music_of_Bolivia,{'Music of Bolivia'}
Music_of_Botswana,{'Music of Botswana'}
Music_of_Bulgaria,{'Music of Bulgaria'}
Music_of_Burkina_Faso,{'Music of Burkina Faso'}
Music_of_Burundi,"{'Music of Africa by country', 'Music of Burundi'}"
Music_of_Cameroon,{'Music of Cameroon'}
Music_of_Chad,{'Music of Chad'}
Music_of_Chile,{'Music of Chile'}
Music_of_China,{'Music of China'}
Music_of_Costa_Rica,{'Music of Costa Rica'}
Music_of_Cuba,{'Music of Cuba'}
Music_of_Cyprus,"{'Culture of Cyprus', 'Music of Cyprus'}"
Music_of_Denmark,{'Music of Denmark'}
Music_of_Djibouti,{'Music of Djibouti'}
Music_of_Dominica,{'Music of Dominica'}
Music_of_Ecuador,{'Music of Ecuador'}
Music_of_Egypt,"{'Ancient Egyptian musical instruments', 'Culture of Egypt', 'Egyptian musical instruments', 'Music of Egypt', 'Arabic music'}"
Music_of_El_Salvador,{'Music of El Salvador'}
Music_of_Eritrea,"{'Music of Eritrea', 'Squatting position'}"
Music_of_Estonia,{'Music of Estonia'}
Music_of_Eswatini,"{'Culture of Eswatini', 'Eswatini stubs'}"
Music_of_Ethiopia,{'Music of Ethiopia'}
Music_of_Fiji,{'Music of Fiji'}
Music_of_Ghana,{'Music of Ghana'}
Music_of_Guatemala,"{'Culture of Guatemala', 'Music of Guatemala'}"
Music_of_Honduras,{'Music of Honduras'}
Music_of_Indonesia,{'Music of Indonesia'}
Music_of_Iran,"{'Music of Iran', 'Culture of Iran'}"
Music_of_Israel,"{'Middle Eastern music', 'Culture of Israel', 'Music of Israel'}"
Music_of_Jamaica,{'Music of Jamaica'}
Music_of_Japan,{'Music of Japan'}
Music_of_Java,"{'Javanese culture', 'Music of Indonesia'}"
Music_of_Kiribati,{'Music of Kiribati'}
Music_of_Kosovo,"{'Music of Kosovo', 'Music of Europe by country'}"
Music_of_Latin_America,"{'Music of Latin America', 'Lusophone music', 'Latin American styles of music', 'Spanish-language music'}"
Music_of_Libya,{'Music of Libya'}
Music_of_Lithuania,"{'Culture of Lithuania', 'Music of Lithuania'}"
Music_of_Luxembourg,{'Music of Luxembourg'}
Music_of_Malawi,{'Music of Malawi'}
Music_of_Malaysia,{'Music of Malaysia'}
Music_of_Malta,{'Music of Malta'}
Music_of_Mauritania,"{'Arabic music', 'Music of Mauritania'}"
Music_of_Moldova,"{'Music of Europe by country', 'Music of Moldova'}"
Music_of_Monaco,{'Music of Monaco'}
Music_of_Montenegro,{'Culture of Montenegro'}
Music_of_Myanmar,{'Music of Myanmar'}
Music_of_Namibia,{'Music of Namibia'}
Music_of_Nepal,{'Music of Nepal'}
Music_of_New_Zealand,{'Music of New Zealand'}
Music_of_Niger,{'Music of Niger'}
Music_of_Nigeria,{'Music of Nigeria'}
Music_of_Oman,{'Music of Oman'}
Music_of_Palau,"{'Culture of Palau', 'Music of Micronesia'}"
Music_of_Palestine,"{'Music of Palestine', 'Palestinian arts', 'Arabic music'}"
Music_of_Paraguay,{'Music of Paraguay'}
Music_of_Poland,{'Music of Poland'}
Music_of_Polynesia,{'Music of Polynesia'}
Music_of_Portugal,{'Music of Portugal'}
Music_of_Romania,"{'Music of Europe by country', 'Music of Romania'}"
Music_of_Rwanda,{'Music of Rwanda'}
Music_of_Saint_Lucia,{'Music of Saint Lucia'}
Music_of_Samoa,"{'Music of Samoa', 'Music of American Samoa'}"
Music_of_San_Marino,{'Music of San Marino'}
Music_of_Senegal,"{'Culture of Senegal', 'Music of Senegal'}"
Music_of_Serbia,{'Music of Serbia'}
Music_of_Seychelles,"{'African music stubs', 'Seychelles stubs', 'Music of Seychelles'}"
Music_of_Singapore,{'Music of Singapore'}
Music_of_Slovakia,{'Music of Slovakia'}
Music_of_Slovenia,{'Music of Slovenia'}
Music_of_South_Sudan,{'Culture of South Sudan'}
Music_of_Southeast_Asia,"{'Music of Southeast Asia', 'Asian music stubs'}"
Music_of_Sri_Lanka,{'Music of Sri Lanka'}
Music_of_Sudan,"{'Music of Sudan', 'Culture of Sudan', 'Society of Sudan'}"
Music_of_Suriname,{'Music of Suriname'}
Music_of_Sweden,{'Music of Sweden'}
Music_of_Syria,"{'Music of Syria', 'Arabic music'}"
Music_of_Taiwan,"{'Performing arts in Taiwan', 'Music of Taiwan'}"
Music_of_Tanzania,"{'Culture of Tanzania', 'Music of Tanzania'}"
Music_of_Thailand,{'Music of Thailand'}
Music_of_Tonga,{'Music of Tonga'}
Music_of_Turkey,{'Music of Turkey'}
Music_of_Tuvalu,"{'Music of Tuvalu', 'Culture of Tuvalu'}"
Music_of_Ukraine,{'Music of Ukraine'}
Music_of_Uruguay,"{'Music of South America', 'Music of Uruguay'}"
Music_of_Uzbekistan,{'Music of Uzbekistan'}
Music_of_Vanuatu,{'Culture of Vanuatu'}
Music_of_Vatican_City,"{'Music of Europe by country', 'Catholic music', 'Culture of Vatican City'}"
Music_of_Venezuela,{'Music of Venezuela'}
Music_of_Western_Sahara,{'Music of Western Sahara'}
Music_of_the_Bahamas,{'Music of the Bahamas'}
Music_of_the_Czech_Republic,{'Music of the Czech Republic'}
Music_of_the_Democratic_Republic_of_the_Congo,{'Music of the Democratic Republic of the Congo'}
Music_of_the_Dominican_Republic,"{'Dominican styles of music', 'Music of the Dominican Republic'}"
Music_of_the_Federated_States_of_Micronesia,"{'Federated States of Micronesia stubs', 'Music of the Federated States of Micronesia', 'Oceanian music stubs'}"
Music_of_the_Marshall_Islands,"{'Music genre stubs', 'Music of the Marshall Islands', 'Marshall Islands stubs'}"
Music_of_the_Republic_of_Ireland,"{'Irish styles of music', 'Music of Ireland', 'Culture of Ireland'}"
Music_of_the_United_Arab_Emirates,{'Music of the United Arab Emirates'}
Music_of_the_United_Kingdom,{'Music history of the United Kingdom'}
Music_of_the_United_States,{'Music of the United States'}
Music_school,"{'Music education', 'Types of university or college', 'Music schools', 'Vocational education'}"
Music_streaming_service,"{'Music streaming services', 'Recorded music'}"
Music_technology,"{'Audio electronics', 'Sound recording', 'Music technology', 'Music history', 'Musical instruments'}"
Music_technology_(electric),"{'Musical instruments', 'Music technology', 'Music history'}"
Musical_Instrument_Digital_Interface,"{'Japanese inventions', 'Computer hardware standards', 'Serial buses', 'MIDI', 'Electronic music'}"
Musical_composition,{'Musical composition'}
Musical_ensemble,{'Musical groups'}
Musical_form,{'Musical form'}
Musical_improvisation,"{'Musical improvisation', 'Jazz techniques', 'Musical performance techniques'}"
Musical_instrument,{'Musical instruments'}
Musical_instrument_classification,"{'Organology', 'Musical instruments'}"
Musical_mode,"{'Modes (music)', 'Catholic music', 'Ancient Greek music theory', 'Melody types'}"
Musical_notation,"{'Musical notation', 'Mathematical notation'}"
Musical_phrasing,"{'Rhythm and meter', 'Music performance'}"
Musical_scale,"{'Musical scales', 'Musical tuning', 'Music theory'}"
Musical_theatre,"{'Singing', 'Theatrical genres', 'History of theatre', 'Vocal music', 'Musical theatre', 'Music history by genre'}"
Musical_tuning,{'Musical tuning'}
Nakhi,"{'Nakhi people', 'Ethnic groups officially recognized by China', 'Culture in Sichuan', 'Ethnic groups in Yunnan'}"
Neuroscience_of_music,"{'Cognitive neuroscience', 'Music cognition', 'Cognitive musicology', 'Music psychology'}"
Nh%C3%A3_nh%E1%BA%A1c,"{'Masterpieces of the Oral and Intangible Heritage of Humanity', 'Music genre stubs', 'Vietnamese traditional theatre', 'Music of Vietnam', 'Vietnam stubs', 'Vietnamese words and phrases', 'Royal and noble courts'}"
Nicolas_Ruwet,"{'Webern scholars', 'Stockhausen scholars', 'Belgian musicologists', '2001 deaths', '1932 births', 'Boulez scholars', '20th-century musicologists'}"
