page_name,categories
Kotaku,"{'American gaming websites', '2025 mergers and acquisitions', 'Video game news websites', 'Internet properties established in 2004', 'Gawker Media'}"
Last_man_standing_(video_games),{'Esports terminology'}
Level_(video_games),"{'Computer art', '1979 in video gaming', 'Video game development', 'Video game levels', 'Video game terminology'}"
Level_editor,"{'Video game terminology', 'Video game level editors'}"
Licensed_game,"{'Video game genres', 'Video games based on works'}"
Life_simulation_game,"{'Life simulation games', 'Video game genres'}"
Light-gun_shooter,"{'Light gun games', 'Video game genres'}"
Light_gun,"{'American inventions', 'Light guns'}"
Line_of_sight_(video_games),{'Video game terminology'}
Liquid-crystal_display,"{'American inventions', 'Display technology', 'Liquid crystal displays'}"
List_of_Pac-Man_clones,"{'Pac-Man clones', 'Unauthorized video games', 'Lists of video games by genre'}"
List_of_accessories_to_video_games_by_system,{'Lists of video game consoles'}
List_of_arcade_video_games,"{'Arcade video games', 'Lists of arcade video games', 'Lists of video games by platform'}"
List_of_best-selling_video_games,{'Lists of best-selling video games'}
List_of_game_genres,{'Lists of games'}
List_of_gaming_conventions,{'Gaming conventions'}
List_of_graphic_adventure_games,"{'Adventure games', 'Lists of video games by genre'}"
List_of_most-played_mobile_games_by_player_count,"{'Lists of video games by reception or rating', 'Lists of video games by platform', 'Lists of most popular media'}"
List_of_novels_based_on_video_games,"{'Lists of works based on video games', 'Bibliographies of games and sports', 'Lists of novels based on works', 'Novels based on video games'}"
List_of_television_series_based_on_video_games,"{'Television shows based on video games', 'Lists of television series based on works', 'Animated series based on video games', 'Lists of works based on video games'}"
List_of_video_game_genres,"{'Video game lists', 'Video game genres', 'Lists of genres'}"
List_of_video_game_museums,"{'Virtual museums', 'Video game museums', 'Lists of museums by subject'}"
List_of_video_game_soundtracks_considered_the_best,"{'Top lists', 'Lists of video games by reception or rating', 'Entertainment-related lists of superlatives'}"
List_of_video_games_in_development,{'Upcoming video games'}
Lists_of_cancelled_video_games,"{'Cancelled video games', 'Lists of video games', 'Lists of video game lists', 'Lists of cancelled video games by platform', 'Lists of video games by platform'}"
Lists_of_video_games,"{'Lists of video games', 'Lists of video game lists'}"
Loading_screen,"{'Video game design', 'Graphical user interface elements'}"
Looter_shooter,"{'Looter shooters', 'Video game genres'}"
Lunar_Lander_(video_game_genre),"{'CP/M games', 'Space flight simulator games', 'Science fiction video games', 'Video games developed in the United States', '1969 video games', '1973 video games', 'Game Boy games', 'Public-domain software with source code', 'Video games with textual graphics', 'Atari 8-bit computer games', 'Video games set on the Moon', 'Arcade video games', 'Mainframe games', 'Apple II games'}"
MIT,"{'Massachusetts Institute of Technology', 'Universities and colleges established in 1861', '1861 establishments in Massachusetts', ""Compasso d'Oro Award recipients"", 'Technological universities in the United States', 'Science and technology in Massachusetts', 'Need-blind educational institutions', 'Rugby league stadiums in the United States', 'Universities and colleges in Cambridge, Massachusetts', 'Private universities and colleges in Massachusetts', 'Land-grant universities and colleges', 'Universities and colleges in Middlesex County, Massachusetts'}"
MIT_Press,"{'MIT Press', 'Publishing companies established in 1932', '1932 establishments in Massachusetts', 'University presses of the United States'}"
Machinima,"{'Works based on video games', 'Machinima', 'Animation technology', 'Film styles'}"
Magnetic-tape_data_storage,"{'1951 in computing', '1951 in technology', 'Magnetic devices', 'Computer-related introductions in 1951', 'Storage media', 'Computer storage tape media', 'Magnetic data storage', 'Tape recording'}"
Mainframe_computers,{'Mainframe computers'}
Manhunt_(video_game),"{'2003 video games', 'Psychological horror games', 'RenderWare games', 'Video games produced by Leslie Benzies', 'Video games set in psychiatric hospitals', 'Video games set in abandoned buildings and structures', 'Single-player video games', 'Censored video games', 'Video games about death games', 'PlayStation 2 games', 'Obscenity controversies in video games', 'Video games set in the United States', 'Fiction about snuff films', 'Stealth video games', 'Video games developed in the United Kingdom', 'Rockstar Games games', 'Organized crime video games', 'Video games set in prison', 'Windows games', 'Take-Two Interactive games', 'Video games set in 2003', 'Microphone-controlled video games', 'Xbox games'}"
Map_seed,"{'Procedural generation', 'Video game terminology'}"
Marketing,"{'Business processes', 'Promotion and marketing communications', 'Marketing'}"
Massively_multiplayer_online_role-playing_game,"{'Massively multiplayer online role-playing games', 'Video game genres'}"
Matchmaking_(video_games),"{'Multiplayer video games', 'Video game terminology'}"
Maze_video_game,"{'Lists of video games by genre', 'Maze games'}"
McFarland_%26_Company,"{'Publishing companies established in 1979', 'Companies based in North Carolina', 'Publishing companies of the United States', 'Book publishing companies based in North Carolina'}"
Mental_health,{'Mental health'}
Merlin_(console),"{'Milton Bradley Company games', '1970s toys', 'Audio games', 'Handheld electronic games', '1980s toys', 'Parker Brothers games', 'Products introduced in 1978'}"
Metro_(British_newspaper),"{'Mass media in Newcastle upon Tyne', 'Newspapers published in Ireland', 'Mass media in Dublin (city)', 'Daily Mail and General Trust', 'London newspapers', 'Daily newspapers published in the United Kingdom', 'Newspapers established in 1999', '1999 establishments in the United Kingdom', 'Free daily newspapers'}"
Metroidvania,"{'Video game genres', 'Metroidvania games'}"
Microphone,"{'Computing input devices', 'American inventions', 'Microphones', 'Television technology', 'Sound recording', '19th-century inventions'}"
Microprocessor,"{'American inventions', '1971 introductions', 'Microcomputers', 'Microprocessors', 'Japanese inventions', 'Digital electronics'}"
Microsoft_Flight_Simulator,"{'General flight simulators', 'Windows games', 'Video game franchises introduced in 1979', 'Microsoft games', 'Classic Mac OS games', 'Xbox Series X and Series S games', 'DOS games', 'Microsoft Flight Simulator', 'Microsoft franchises', 'Video game franchises'}"
Millennials,"{'21st century', '20th century', '1980s neologisms', 'Cultural generations', 'Millennials'}"
Minecraft,"{'PlayStation Vita games', 'Spike Video Game Award winners', 'Video games with cross-platform play', '4J Studios games', 'Wii U games', 'Golden Joystick Award winners', 'BAFTA winners (video games)', 'Construction and management simulation games', 'PlayStation 4 Pro enhanced games', 'Video games with user-generated gameplay content', 'Virtual reality games', 'Early access video games', 'Video games scored by Gareth Coker', 'Survival video games', 'Video games developed in Sweden', '2010s fads and trends', 'Video games adapted into films', 'Multiplayer and single-player video games', 'Nintendo 3DS eShop games', 'Windows Phone games', 'Java platform games', 'Seumas McNally Grand Prize winners', 'Nintendo Switch games', 'World Video Game Hall of Fame', '2011 video games', 'PlayStation 3 games', 'PlayStation Network games', 'Streamer Award winners', 'Video games designed by Markus Persson', 'PlayStation 4 games', 'Virtual world communities', 'IOS games', '2020s fads and trends', 'Xbox One games', 'Xbox 360 games', 'Video games with voxel graphics', 'Android (operating system) games', 'Xbox Series X and Series S games', 'Indie games', 'Other Ocean Interactive games', 'Video games scored by Lena Raine', 'Open-world video games', 'Xbox 360 Live Arcade games', 'Wii U eShop games', 'Windows games', 'Minecraft', 'New Nintendo 3DS games', 'Nintendo Network games', 'Sandbox games', 'Microsoft games', 'PlayStation 5 games', 'Video games scored by Kumi Tanioka', 'Video games using procedural generation', 'Retro-style video games', 'Video games adapted into comics', 'Linux games', 'Xbox One X enhanced games', 'Independent Games Festival winners', 'MacOS games'}"
Miniclip,"{'2022 mergers and acquisitions', '2015 mergers and acquisitions', '2019 mergers and acquisitions', 'Tencent Games', 'Browser-based game websites', 'Mobile game companies', 'Mobile content', '2001 establishments in Switzerland', '2021 mergers and acquisitions', 'Swiss websites', 'Internet properties established in 2001'}"
Minigame,"{'Video game levels', 'Video game terminology'}"
MoMA,"{'Art museums and galleries established in 1929', ""Compasso d'Oro Award recipients"", '1929 establishments in New York City', 'Museum of Modern Art (New York City)', 'Art museums and galleries in Manhattan', 'Contemporary art galleries in the United States', 'Midtown Manhattan', 'Modern art museums in the United States', 'Edward Durell Stone buildings', 'Culture of New York City', 'FIAF-affiliated institutions', 'Museums of American art', 'Buildings and structures completed in 2004', 'Buildings and structures completed in 1937', 'Institutions founded by the Rockefeller family', 'Kohn Pedersen Fox buildings', 'Modernist architecture in New York City', 'Institutions accredited by the American Alliance of Museums'}"
Mobile_game,"{'Video game terminology', 'Video game platforms', 'Mobile games', 'Mobile software'}"
Mobile_gaming,"{'Video game terminology', 'Video game platforms', 'Mobile games', 'Mobile software'}"
Mod_(video_gaming),"{'Fan labor', 'Video game development', 'Unofficial adaptations', 'Video game modding'}"
Mortal_Kombat,"{'Video games about demons', 'Warner Bros. Games franchises', 'Video games about parallel universes', 'Hell in popular culture', 'Fighting games by series', 'DC Comics superhero teams', 'Video game franchises introduced in 1992', 'Mortal Kombat', 'Video games adapted into comics', 'Fiction about death', 'Video games adapted into films', 'Fiction about animal cruelty', 'Video game franchises', 'Video games adapted into television shows', 'Fiction about murder'}"
Motion_detection,"{'Home automation', 'Motion (physics)', 'Sensors', 'Security technology'}"
Motion_sensing,"{'Home automation', 'Motion (physics)', 'Sensors', 'Security technology'}"
Motor_coordination,"{'Physical fitness', 'Motor control'}"
Museum_of_Art_and_Digital_Entertainment,"{'2010 establishments in California', 'Museums of digital art', 'Computer museums in California', 'Museums established in 2010', 'Proposed museums in the United States', 'Museums in Oakland, California', 'Video game museums', 'Amusement museums in the United States'}"
Museum_of_Soviet_Arcade_Machines,"{'Video gaming in Russia', 'Technology museums in Russia', 'Computer museums', 'Museums in Moscow', 'Nostalgia for the Soviet Union', 'Museums in Saint Petersburg', 'Museums established in 2007', 'Video game museums', '2007 establishments in Russia', 'Video game exhibitions'}"
Music_video_game,"{'Music video games', 'Video game genres'}"
NarcoGuerra,"{'Newsgames', 'Windows games', 'Video games about police officers', '2013 video games', 'Single-player video games', 'Video games developed in the United Kingdom', 'Android (operating system) games', 'Works about Mexican drug cartels', 'Video games set in Mexico', 'MacOS games', 'Video games about the illegal drug trade', 'Strategy video games', 'IOS games'}"
Narratology,"{'Film theory', 'Narratology', 'Television'}"
Nazi,"{'Anti-Slavic sentiment', 'Right-wing ideologies', 'Genocide', 'Politics of Nazi Germany', 'Totalitarian ideologies', 'White supremacy', 'Antisemitism', 'Authoritarianism', 'Fascist movements', 'Anti-Masonry in Austria', 'Totalitarianism', 'Homophobia', 'Racism', 'Fascism', 'Anti-Masonry in Germany', 'Xenophobia', 'The Holocaust', 'German words and phrases', 'Nazism', 'Anti-communism', 'Völkisch movement'}"
Netcode,"{'Servers (computing)', 'Multiplayer video games', 'Video game development', 'Video game platforms'}"
Network_game,"{'Multiplayer video games', 'Video game terminology'}"
Network_latency,"{'Computer network stubs', 'Computer networking'}"
New_Game_Plus,{'Video game terminology'}
Newsgame,"{'Newsgames', 'Journalism', 'Video game genres'}"
Nim,"{'Combinatorial game theory', 'Mathematical games', 'Solved games'}"
Nimrod_(computer),"{'Early history of video games', 'History of computing in the United Kingdom', 'Ferranti computers', 'Serial computers', 'Video games developed in the United Kingdom', 'Festival of Britain', '1951 video games', 'Early British computers'}"
Nintendo_Entertainment_System,"{'1990s in video gaming', '1983 in video gaming', '1980s toys', 'Products introduced in 1985', '1990s toys', 'Discontinued video game consoles', 'Nintendo Entertainment System', '2000s in video gaming', 'Third-generation video game consoles', '2003 disestablishments in Japan', 'Products and services discontinued in 2003', '1995 disestablishments in North America', 'Products introduced in 1986', '2000s toys', 'Computer-related introductions in 1983', 'Home video game consoles', '1980s in video gaming', 'Products introduced in 1983', 'Nintendo consoles'}"
Nintendo_Switch_Online,"{'Nintendo services', 'Online video game subscription services', 'Internet properties established in 2018', 'Nintendo Switch', 'Nintendo Switch 2'}"
Ninth_generation_of_video_game_consoles,"{'2020s in video gaming', '2020s toys', 'Video game consoles by generation', '2020s video games', 'Ninth-generation video game consoles'}"
Non-game,"{'Non-games', 'Video game genres'}"
Nonviolent_video_game,"{'Video game censorship', 'Self-censorship', 'Video game genres', 'Nonviolence'}"
OCLC_(identifier),"{'Bibliographic database providers', 'OCLC', '1967 establishments in Ohio', 'Companies based in Dublin, Ohio', 'Library automation', 'Library-related organizations', 'Library centers', 'Cooperatives based in Ohio', 'Library cataloging and classification', 'Organizations established in 1967'}"
"Oakland,_California","{'Populated places established in 1852', 'Port cities and towns in California', 'Cities in Alameda County, California', 'Oakland, California', 'County seats in California', '1852 establishments in California', 'Cities in the San Francisco Bay Area', 'Incorporated cities and towns in California', 'Populated coastal places in California', 'California Enterprise Zones'}"
Open_world,"{'Video game terminology', 'Open-world video games'}"
Operating_system,{'Operating systems'}
Optical_media,"{'Optoelectronics', 'DVD', 'Optical disc authoring', 'Compact disc', 'Audiovisual introductions in 1884', 'Optical discs', 'Optical computer storage media'}"
Oscilloscope,"{'Electronics work tools', 'Electronic test equipment', 'German inventions', 'Laboratory equipment', 'American inventions', 'Measuring instruments'}"
Oxford_English_Dictionary,"{'English dictionaries', 'English non-fiction literature', 'Language software for macOS', 'Culture of the United Kingdom', 'Language software for Windows', 'Oxford English Dictionary', '1884 non-fiction books', 'Oxford dictionaries'}"
PBS_News_Hour,"{'2020s American television news shows', '1990s American television news shows', 'ITN', 'Peabody Award–winning television programs', 'YouTube channels launched in 2009', '2010s American television news shows', 'Television news in the United States', 'Television series by WNET', 'American English-language television shows', '2000s American television news shows', 'Flagship evening news shows', '1975 American television series debuts', 'PBS original programming', '1980s American television news shows'}"
PC_game,"{'Video game terminology', 'Personal computing', 'Video game platforms'}"
PC_games,"{'Video game terminology', 'Personal computing', 'Video game platforms'}"
PMC_(identifier),"{'Full-text scholarly online databases', 'Biological databases', 'Medical databases', 'National Institutes of Health', 'United States National Library of Medicine', 'Internet properties established in 2000', '2000 establishments in the United States', 'Bibliographic databases and indexes', 'Open-access archives'}"
PMID_(identifier),"{'Databases in the United States', 'Biological databases', 'Online databases', 'National Institutes of Health', 'United States National Library of Medicine', 'Medical search engines', 'American medical websites', 'Bibliographic databases and indexes', '1996 establishments in the United States', 'Internet properties established in 1996'}"
Pac-Man,"{'NEC PC-8801 games', '1980s fads and trends', 'Video games developed in Japan', 'Neo Geo Pocket Color games', 'Sharp MZ games', 'NEC PC-9801 games', 'Atari 8-bit computer games', 'X68000 games', 'ZX Spectrum games', 'Midway video games', 'Arcade video games', 'Video games adapted into television shows', 'Multiplayer and single-player video games', 'ColecoVision games', 'Virtual Console games for Wii U', 'Tengen (company) games', 'Commodore 64 games', 'Windows Phone games', 'Pac-Man arcade games', 'Namco arcade games', 'Nintendo Entertainment System games', 'Atari 5200 games', 'World Video Game Hall of Fame', 'Maze games', 'FM-7 games', 'Virtual Console games', 'Sharp X1 games', 'Hamster Corporation games', 'VSDA Game of the Year winners', 'Arcade Archives games', 'IOS games', '1980 video games', 'Tiger Electronics handheld games', 'Game Boy Advance games', 'Famicom Disk System games', 'IPod games', 'Video games about ghosts', 'Intellivision games', 'Android (operating system) games', 'Game Boy games', 'Game Gear games', 'Xbox 360 Live Arcade games', 'Video games about food and drink', 'SAM Coupé games', 'NEC PC-6001 games', 'Z80', 'U.S. Gold games', 'NEC PC-8001 games', 'MSX games', 'MacOS games', 'Pac-Man', 'Multiplayer hotseat games', 'VIC-20 games', 'TI-99/4A games'}"
Paper_doll_(video_games),"{'Glossaries of gaming', 'Video game lists', 'Video game terminology', 'Glossaries of computers'}"
Party_video_game,"{'Party video games', 'Video game genres'}"
Passage_(video_game),"{'Windows games', 'Freeware', 'Existentialist video games', 'Art games', 'Video games developed in the United States', 'Single-player video games', '2007 video games', 'Open-source video games', 'Public-domain software with source code', 'Video games about old age', 'Linux games', 'Indie games', 'Video games about death', 'MacOS games', 'Side-scrolling video games', 'Commercial video games with freely available source code'}"
Pepsiman_(video_game),"{'KID games', 'Video games set in San Francisco', 'Video games set in New York City', 'Video games developed in Japan', 'Video games set in Texas', 'Video games based on soft drink brands', 'Superhero video games', 'PlayStation (console)-only games', 'Advergames', 'Single-player video games', '1999 video games', 'Japan-exclusive video games', 'Works based on advertisements', 'PlayStation (console) games', 'Endless runner games', 'PepsiCo advertising campaigns'}"
Peripheral_vision,"{'Stereoscopy', 'Visual perception', 'Vision'}"
Personal_computer,"{'Office equipment', 'Time Person of the Year', 'American inventions', 'Home appliances', 'Classes of computers', 'Personal computers'}"
Personal_digital_assistant,"{'Mobile computers', 'Personal digital assistants', 'Information appliances', 'Time management'}"
Personalized_video_game,{'Video game terminology'}
Persuasive_video_games,{'Video game genres'}
Pinball,"{'Culture of Chicago', 'Single-player games', 'Gambling games', 'Pinball', 'Individual sports'}"
Ping_pong,"{'Racket sports', 'Sports originating in England', 'Table tennis', 'Summer Olympic sports'}"
Platform_fighter,"{'Video game genres', 'Platform fighters'}"
Platform_game,"{'Platformers', 'Video game genres'}"
Platformer,"{'Platformers', 'Video game genres'}"
PlayStation,"{'Japanese brands', 'Sony Interactive Entertainment', 'Products introduced in 1994', '1994 in video gaming', 'Sony consoles', 'Home video game consoles', 'Sony products', 'PlayStation (brand)', 'Computer-related introductions in 1994'}"
PlayStation_(console),"{'Japanese brands', 'Discontinued video game consoles', 'PlayStation (console)', 'Products introduced in 1994', 'Sony consoles', 'MIPS-based video game consoles', 'Home video game consoles', 'Products and services discontinued in 2006', 'PlayStation (brand)', 'Fifth-generation video game consoles', 'Japanese inventions', 'CD-ROM-based consoles', 'Popular culture', '2000s toys', '1990s toys'}"
PlayStation_2,"{'Discontinued video game consoles', 'Products and services discontinued in 2013', 'Backward-compatible video game consoles', 'Computer-related introductions in 2000', '2010s toys', '2000s in video gaming', '2000 in video gaming', 'DVD-ROM-based consoles', 'Home video game consoles', 'Sony consoles', 'MIPS-based video game consoles', 'PlayStation (brand)', 'Products introduced in 2000', 'Sixth-generation video game consoles', 'CD-ROM-based consoles', 'PlayStation 2', '2000s toys'}"
PlayStation_Now,"{'Cloud gaming services', 'Online video game subscription services', 'PlayStation (brand)', 'Cell BE architecture', 'Internet properties established in 2014'}"
PlayStation_VR,"{'Products and services discontinued in 2024', 'Products introduced in 2016', 'Computer peripherals', 'PlayStation 4 accessories', 'Virtual reality headsets', 'Video game console add-ons', 'PlayStation VR', 'PlayStation 5 accessories'}"
Player_versus_player,"{'Role-playing game terminology', 'Esports terminology', 'Video game terminology', 'MUD terminology'}"
Polygon_(website),"{'Video game Internet forums', '2025 mergers and acquisitions', 'Video game blogs', 'Vox Media', 'American gaming websites', 'Video game news websites', 'Internet properties established in 2012'}"
Pong,"{'1970s toys', 'Atari games', '1972 video games', 'Paddle-and-ball video games', 'Atari arcade games', 'First-generation video game consoles', 'Video games developed in the United States', 'Table tennis video games', 'Home video game consoles', 'Products introduced in 1972', 'World Video Game Hall of Fame', 'Computer-related introductions in 1975', '1972 in video gaming', 'Cancelled Atari Jaguar games', 'Discrete video arcade games', 'Arcade video games', 'Multiplayer and single-player video games'}"
Positional_tracking,"{'Tracking', 'Applications of computer vision', 'Virtual reality', '3D human-computer interaction'}"
Procedural_generation,"{'Applications of randomness', 'Video game design', 'Procedural generation'}"
Projector,"{'Projectors', 'Display technology', 'Optical devices'}"
Psychological_horror,"{'Film genres', 'Psychological horror films', 'Psychological horror games', 'Thrillers', 'Horror fiction', 'Horror genres', 'Psychological horror'}"
Public_Broadcasting_Service,"{'PBS', 'Television networks in the United States', 'YouTube channels launched in 2006', 'English-language television stations in the United States', 'Television channels and stations established in 1969', 'Mass media companies established in 1969', 'Corporation for Public Broadcasting', '1969 establishments in the United States', 'Publicly funded English language broadcasters', 'Peabody Award winners', 'Commercial-free television networks', 'Crystal City, Virginia', 'Educational and instructional television channels', 'Public television in the United States', 'Companies based in Virginia'}"
Puzzle_video_game,"{'Puzzle video games', 'Video game genres'}"
Quick_time_event,{'Video game terminology'}
ROM_cartridge,"{'Video game distribution', 'Computer connectors', 'Solid-state computer storage media'}"
Rabbids_Go_Home,"{'Windows games', 'LyN games', 'Wii games', 'Rabbids', 'Action-adventure games', 'Domestic violence in fiction', 'Ubisoft games', 'Video games developed in Morocco', '2009 video games', 'Sequel video games', 'Video games about rabbits and hares', 'Nintendo DS games', 'Video games developed in France', 'Multiplayer and single-player video games', 'Video games set in 2008'}"
Racing_game,"{'Racing video games', 'Video game genres'}"
Racing_wheel,"{'Game controllers', 'Racing simulators', 'Driving simulators'}"
Radar,"{'Air traffic control', 'Targeting (warfare)', 'Microwave technology', 'Radio stations and systems ITU', 'Avionics', 'Measuring instruments', 'Navigational equipment', '1940s neologisms', 'Radar', 'Aircraft instruments', 'Science and technology during World War II', 'Wireless communication systems'}"
Random-access_memory,"{'American inventions', 'Computer memory', 'Types of RAM', 'Computer architecture'}"
Real-time_strategy,"{'Video game genres', 'Real-time strategy video games'}"
Real-time_tactics,"{'Computer wargames', 'Real-time tactics video games', 'Video game genres'}"
Reason_(magazine),"{'Monthly magazines published in the United States', 'Classical liberalism', 'Libertarianism in the United States', 'Magazines published in California', 'Libertarian magazines published in the United States', 'Libertarian publications', 'American political websites', 'Magazines established in 1968', 'News magazines published in the United States'}"
Redemption_game,{'Redemption games'}
Refresh_rate,"{'Rates', 'Television technology', 'Graphics hardware'}"
Regan_Mandryk,"{'1975 births', 'University of Winnipeg alumni', 'Simon Fraser University alumni', 'Academic staff of the University of Saskatchewan', 'Video game researchers', 'Living people'}"
Replay_value,"{'Video game design', 'Video game terminology'}"
Roblox,"{'Impact of the COVID-19 pandemic on the video game industry', 'Massively multiplayer online games', 'Internet properties established in 2006', 'Video games with user-generated gameplay content', 'Roblox', 'Free online games', 'Video games developed in the United States', 'Social simulation video games', 'Video game engines', 'Virtual world communities', 'PlayStation 4 games', 'IOS games', 'Xbox One games', 'Android (operating system) games', 'Video game development software', 'Lua (programming language)-scripted video games', 'Windows games', 'Video game IDE', '2006 video games', 'Online games', 'MacOS games', 'Lua (programming language)-scriptable game engines'}"
"Rock,_Paper,_Shotgun","{'Video game blogs', '2007 establishments in the United Kingdom', 'Internet properties established in 2007', 'British entertainment websites'}"
Roger_Ebert,"{'University of Chicago alumni', 'Phi Delta Theta members', 'American male non-fiction writers', 'Writers from Urbana, Illinois', 'Roger Ebert', '1942 births', 'American critics of creationism', 'People from Illinois', 'American people of Irish descent', 'American film critics', 'American people of Dutch descent', 'Film theorists', 'American writers with disabilities', 'American humanists', 'People from Urbana, Illinois', 'American male bloggers', 'University of Chicago faculty', 'American memoirists', '21st-century American non-fiction writers', 'University of Cape Town alumni', '20th-century American male writers', 'American bloggers', 'Chicago Sun-Times people', '21st-century American male writers', 'American film historians', 'American male screenwriters', 'American people of German descent', 'Deaths from cancer in Illinois', '2013 deaths', 'Secular humanists', 'University of Illinois Urbana-Champaign College of Media alumni', 'Pulitzer Prize for Criticism winners', 'Illinois Democrats', 'Television personalities from Chicago', 'Former Roman Catholics', 'Screenwriters from Illinois', 'Deaths from salivary gland cancer', 'Writers from Chicago', '20th-century American non-fiction writers', 'People from Chicago', 'Deaths from thyroid cancer'}"
Role-playing_video_game,"{'Role-playing video games', 'Video game genres'}"
Rotten_Tomatoes,"{'1998 establishments in California', 'American companies established in 1998', 'Fandango', 'Online film databases', 'American film review websites', 'Review websites', 'Aggregation websites', 'Recommender systems', 'University of California, Berkeley', 'Tomatoes in popular culture', 'Television websites', '2016 mergers and acquisitions', 'Internet properties established in 1998', '2010 mergers and acquisitions'}"
Science_fiction_video_game,"{'Science fiction games', 'Video game genres'}"
Score_(game),"{'Game terminology', 'Video game terminology'}"
Screen_resolution,"{'Display technology', 'Television terminology', 'Television technology', 'Data compression', 'Digital imaging', 'Video signal'}"
Second_generation_of_video_game_consoles,"{'1990s in video gaming', '1970s toys', 'Video game consoles by generation', '1980s in video gaming', '1980s toys', 'Second-generation video game consoles', '1970s in video gaming', '1990s toys'}"
Serious_game,{'Serious games'}
Sexual_content_in_video_games,"{'Pornographic works', 'Erotic video games', 'Sex industry'}"
Sharp_Corporation,"{'Point of sale companies', 'Sharp Corporation', 'Companies listed on the Nagoya Stock Exchange', 'Japanese companies established in 1912', 'Companies based in Osaka Prefecture', 'Computer companies of Japan', 'Consumer electronics brands', 'Solar energy companies of Japan', 'Video equipment manufacturers', 'Japan–Taiwan relations', 'Portable audio player manufacturers', 'Display technology companies', 'Defense companies of Japan', 'Computer hardware companies', 'Home appliance brands', '1940s initial public offerings', 'Mobile phone manufacturers', 'Electronic calculator companies', 'Companies listed on the Tokyo Stock Exchange', 'Japanese brands', 'Companies listed on the Osaka Exchange', 'Companies in the Nikkei 225', 'Electronics companies established in 1912', 'Radio manufacturers', 'Electronics companies of Japan', 'Manufacturing companies established in 1912', 'Semiconductor companies of Japan', 'Pump manufacturers', 'Heating, ventilation, and air conditioning companies', 'Foxconn subsidiaries', 'Multinational companies headquartered in Japan', 'Japanese subsidiaries of foreign companies', 'Home appliance manufacturers of Japan', 'Sakai, Osaka'}"
Shooter_game,"{'Shooter games', 'Video game genres'}"
Simulation_video_game,"{'Simulation video games', 'Video game genres'}"
Skybox_(video_games),{'Video game design'}
Smartphone,"{'Personal digital assistants', 'Consumer electronics', 'Information appliances', 'Cloud clients', 'Smartphones'}"
Smartphones,"{'Personal digital assistants', 'Consumer electronics', 'Information appliances', 'Cloud clients', 'Smartphones'}"
Smithsonian_Institution,"{'1846 establishments in Washington, D.C.', 'Science museums in Washington, D.C.', 'Independent agencies of the United States government', 'Museums established in 1846', 'History museums in Washington, D.C.', 'National museums of the United States', 'Smithsonian Institution', 'History of museums', 'Smithsonian Institution museums', 'Members of the Cultural Alliance of Greater Washington', 'Art museums and galleries in Washington, D.C.', 'Museum organizations'}"
Social_media,"{'Social media', 'News aggregators', 'Social networks', 'Collaborative projects', 'Crowdsourcing'}"
Social_network,"{'Sociological theories', 'Community building', 'Social information processing', 'Sociological terminology', 'Hyperreality', 'Social networks', 'Complex systems theory', 'Communication theory', 'Network theory', 'Organizational theory', 'Self-organization', 'Social systems'}"
Social_simulation_game,"{'Social simulation video games', 'Video game genres'}"
Software_testing,"{'Software engineering terminology', 'Software testing'}"
Sony_Interactive_Entertainment,"{'Video game development companies', 'American subsidiaries of foreign companies', 'Sony Interactive Entertainment', 'Video game companies established in 1993', 'Video game companies of Japan', 'Video game publishers', 'Golden Joystick Award winners', 'Re-established companies', 'Video game companies established in 2016', 'Companies based in San Mateo, California', 'Sony subsidiaries', 'Video game companies based in the San Francisco Bay Area', 'American companies established in 2016', 'Japanese companies established in 1993', '2016 establishments in California'}"
Sound,"{'Hearing', 'Waves', 'Acoustics', 'Sound'}"
Sound_design,"{'Stagecraft', 'Sound production', 'Stage crew', 'Theatrical occupations', 'Film sound production', 'Design', 'Theatrical sound production'}"
SpaceChem,"{'Windows games', 'Video games developed in the United States', 'Single-player video games', 'Android (operating system) games', 'Cross-platform software', '2011 video games', 'Linux games', 'Indie games', 'Programming games', 'MacOS games', 'Puzzle video games', 'Zachtronics games', 'IOS games'}"
Space_flight_simulation_game,"{'Space flight simulator games', 'Fiction about spaceflight', 'Video game genres', 'Space trading and combat simulators'}"
Spacecraft,"{'Pressure vessels', 'Spacecraft', 'Astronautics'}"
Spacewar!,"{'Multiplayer video games', 'Science fiction video games', 'Space combat simulators', 'Video games developed in the United States', 'World Video Game Hall of Fame', '1962 video games', 'Public-domain software with source code', 'Video games with available source code', 'Early history of video games', 'Mainframe games'}"
Spawning_(video_games),"{'Esports terminology', 'Video game terminology', 'MUD terminology'}"
Speedrun,"{'1990s neologisms', 'Video game terminology', 'Speedrunning'}"
Sports_video_game,"{'Video game genres', 'Sports video games'}"
Springer_International_Publishing,"{'Publishing companies established in 2015', 'Springer Science+Business Media', 'Holtzbrinck Publishing Group', 'Multinational publishing companies', 'Academic publishing companies'}"
Stanford_University,"{'Tourist attractions in Silicon Valley', 'Stanford University', 'Private universities and colleges in California', 'Need-blind educational institutions', 'Universities and colleges in Santa Clara County, California', 'Universities and colleges established in 1891', 'Romanesque Revival architecture in California', 'Schools accredited by the Western Association of Schools and Colleges', '1891 establishments in California'}"
Statistic_(role-playing_games),{'Role-playing game terminology'}
Status_effect,"{'Role-playing game terminology', 'Video game terminology'}"
Stealth_game,"{'Stealth video games', 'Video game genres'}"
